0  -0.015981  -0.007040  0.000305
1  0.009176  0.051669  0.002754
2  -0.020619  -0.012770  0.000588
3  0.040281  -0.047948  0.003922
4  0.045424  0.045221  0.004108
5  0.009744  0.022854  0.000617
6  0.006363  0.012350  0.000193
7  -0.001280  0.006108  0.000039
8  0.026459  0.004135  0.000717
9  0.021780  -0.034647  0.001675
10  -0.021629  -0.009085  0.000550
11  0.022795  -0.007872  0.000582
12  0.050048  -0.026713  0.003218
13  0.063067  -0.021817  0.004453
14  0.011571  0.023476  0.000685
15  -0.001355  -0.007750  0.000062
16  0.039122  -0.014475  0.001740
17  0.007837  0.000584  0.000062
18  0.003403  0.021932  0.000493
19  0.030337  0.023583  0.001476
20  0.020974  0.035883  0.001727
21  0.017957  0.052215  0.003049
22  -0.009803  0.040924  0.001771
23  -0.006092  -0.003574  0.000050
24  0.021919  0.057159  0.003748
25  0.072902  -0.001356  0.005317
26  -0.001640  -0.007414  0.000058
27  0.032549  0.001365  0.001061
28  0.033847  -0.034319  0.002323
29  0.002943  0.019915  0.000405
30  0.030119  -0.018368  0.001245
31  0.056477  0.044849  0.005201
32  -0.034055  -0.061973  0.005000
33  -0.004403  0.020917  0.000457
34  -0.005755  0.044138  0.001981
35  0.011800  -0.012223  0.000289
36  0.023840  -0.028030  0.001354
37  0.015446  -0.013553  0.000422
38  -0.021305  -0.041532  0.002179
39  -0.016453  0.017656  0.000582
40  0.031665  0.005313  0.001031
41  -0.009471  0.013188  0.000264
42  0.032638  -0.033739  0.002204
43  0.008860  0.005228  0.000106
44  -0.026848  -0.029417  0.001586
45  0.032211  -0.038216  0.002498
46  0.017319  -0.027009  0.001029
47  0.003443  -0.045205  0.002055
48  0.020146  0.005843  0.000440
49  -0.038450  0.045281  0.003529
50  0.001788  -0.022576  0.000513
51  0.000750  -0.000165  0.000001
52  0.033783  -0.007456  0.001197
53  0.059316  0.047792  0.005803
54  -0.011215  -0.043975  0.002060
55  -0.002249  -0.006787  0.000051
56  0.026766  -0.001173  0.000718
57  -0.012109  0.003131  0.000156
58  0.067955  0.021267  0.005070
59  0.002302  0.026185  0.000691
60  0.002751  -0.019693  0.000395
61  -0.011612  -0.013224  0.000310
62  -0.027390  0.023741  0.001314
63  0.057481  -0.057517  0.006612
64  0.007226  -0.028465  0.000862
65  0.030984  -0.043031  0.002812
66  0.005951  0.011429  0.000166
67  0.025394  0.001994  0.000649
68  -0.023961  0.005342  0.000603
69  0.037128  0.041466  0.003098
70  0.023437  0.014050  0.000747
71  0.009894  -0.056471  0.003287
72  0.033856  0.071323  0.006233
73  0.002265  -0.001034  0.000006
74  0.010466  -0.055724  0.003215
75  -0.033761  -0.000875  0.001141
76  0.025140  0.011446  0.000763
77  -0.048230  0.020024  0.002727
78  0.003364  0.013059  0.000182
79  -0.013187  -0.014118  0.000373
80  -0.000486  0.055383  0.003068
81  0.007988  0.034550  0.001258
82  -0.001773  0.002348  0.000009
83  -0.010270  -0.041328  0.001813
84  0.014568  0.019565  0.000595
85  -0.017315  -0.063165  0.004290
86  -0.030642  -0.004538  0.000960
87  0.033632  -0.035446  0.002388
88  -0.010887  -0.044820  0.002127
89  -0.017259  0.000695  0.000298
90  -0.011178  0.022980  0.000653
91  -0.023794  0.002866  0.000574
92  0.013105  0.041217  0.001871
93  0.013608  0.034204  0.001355
94  0.015189  0.005470  0.000261
95  -0.034076  0.019044  0.001524
96  -0.016729  0.013704  0.000468
97  0.031924  -0.049110  0.003431
98  -0.007415  -0.021692  0.000526
99  -0.016957  -0.015848  0.000539
100  0.030692  -0.030003  0.001842
101  0.033797  0.000834  0.001143
102  -0.001924  0.022008  0.000488
103  0.021856  0.004834  0.000501
104  -0.020929  0.047451  0.002690
105  -0.005523  0.016051  0.000288
106  -0.027687  0.005147  0.000793
107  -0.009505  -0.061685  0.003895
108  0.032408  -0.019275  0.001422
109  0.005497  -0.025531  0.000682
110  -0.040610  -0.014365  0.001856
111  -0.023326  -0.003597  0.000557
112  -0.011744  0.004325  0.000157
113  0.058212  -0.029966  0.004287
114  -0.020759  -0.014106  0.000630
115  0.045549  -0.049706  0.004545
116  -0.008304  0.029871  0.000961
117  0.014921  0.020164  0.000629
118  0.045976  -0.045352  0.004171
119  -0.027440  0.021038  0.001196
120  -0.020881  -0.008035  0.000501
121  -0.016193  0.013806  0.000453
122  -0.005427  -0.002921  0.000038
123  0.027124  0.044130  0.002683
124  0.049946  0.035864  0.003781
125  -0.008966  0.036235  0.001393
126  -0.030554  -0.024519  0.001535
127  -0.018817  0.052724  0.003134
128  0.005492  0.007992  0.000094
129  0.035766  -0.057018  0.004530
130  0.021832  -0.012288  0.000628
131  0.017582  -0.003132  0.000319
132  0.078493  -0.013628  0.006347
133  0.019462  0.010376  0.000486
134  -0.005875  0.016797  0.000317
135  -0.006036  0.003977  0.000052
136  0.074403  0.032569  0.006596
137  -0.027315  -0.013077  0.000917
138  0.017441  0.061932  0.004140
139  0.041246  -0.024479  0.002300
140  0.031450  -0.027157  0.001727
141  0.038473  -0.010124  0.001583
142  0.040589  -0.032625  0.002712
143  0.004190  -0.010366  0.000125
144  0.021644  0.010390  0.000576
145  0.035874  0.049854  0.003772
146  0.010840  -0.017425  0.000421
147  0.012005  0.032063  0.001172
148  -0.000083  0.009680  0.000094
149  -0.000795  -0.020746  0.000431
150  0.003605  0.032298  0.001056
151  0.013950  0.012456  0.000350
152  -0.035712  -0.020450  0.001694
153  0.023553  0.010227  0.000659
154  0.051695  0.009374  0.002760
155  -0.023520  -0.043845  0.002476
156  0.037587  0.005195  0.001440
157  0.054429  -0.016976  0.003251
158  -0.017395  0.017502  0.000609
159  -0.026615  -0.002929  0.000717
160  0.025830  -0.040409  0.002300
161  0.041150  0.071788  0.006847
162  0.009623  -0.033763  0.001233
163  0.007569  -0.018279  0.000391
164  0.064168  -0.012525  0.004274
165  0.043051  -0.041469  0.003573
166  -0.005894  -0.022709  0.000550
167  0.031763  0.018798  0.001362
168  -0.000245  -0.007333  0.000054
169  0.010964  0.023529  0.000674
170  0.000170  0.026696  0.000713
171  0.017860  -0.004395  0.000338
172  0.038126  0.012946  0.001621
173  0.052995  -0.004528  0.002829
174  0.042175  0.124951  0.017391
175  0.018713  -0.000888  0.000351
176  0.008669  0.017770  0.000391
177  0.030110  0.034006  0.002063
178  -0.032793  -0.023613  0.001633
179  0.005434  0.038609  0.001520
180  -0.009833  0.048153  0.002415
181  0.061469  -0.103970  0.014588
182  0.003227  -0.060070  0.003619
183  -0.008741  -0.016114  0.000336
184  -0.030123  0.043290  0.002781
185  0.043982  -0.020958  0.002374
186  0.015335  0.013439  0.000416
187  0.022523  0.026142  0.001191
188  -0.001835  0.006499  0.000046
189  -0.035310  0.022182  0.001739
190  0.066428  0.004938  0.004437
191  0.032727  0.003420  0.001083
192  0.009952  0.022750  0.000617
193  0.015091  -0.010263  0.000333
194  -0.084471  0.008380  0.007206
195  0.016374  0.011444  0.000399
196  -0.018167  0.039673  0.001904
197  0.018871  -0.001735  0.000359
198  0.044138  0.019543  0.002330
199  0.009475  0.006783  0.000136
200  -0.019402  -0.014395  0.000584
201  0.008420  0.012950  0.000239
202  0.062177  -0.031927  0.004885
203  0.010202  -0.017328  0.000404
204  0.013555  -0.032163  0.001218
205  0.019765  -0.002970  0.000399
206  -0.032870  -0.015053  0.001307
207  0.022641  0.020954  0.000952
208  0.026409  0.033535  0.001822
209  0.028926  0.032658  0.001903
210  0.038885  0.017820  0.001830
211  -0.054020  0.057111  0.006180
212  -0.023520  -0.004335  0.000572
213  -0.002546  -0.015416  0.000244
214  -0.006724  -0.011908  0.000187
215  -0.027589  -0.027820  0.001535
216  0.029229  0.021252  0.001306
217  -0.007452  0.013537  0.000239
218  -0.033825  0.001584  0.001147
219  0.019358  0.013960  0.000570
220  0.052807  0.075241  0.008450
221  -0.026563  -0.010353  0.000813
222  0.014193  -0.059331  0.003722
223  -0.013532  -0.006016  0.000219
224  -0.006753  0.056611  0.003250
225  0.023447  0.038563  0.002037
226  0.035785  0.007752  0.001341
227  0.020608  0.025256  0.001063
228  0.007805  -0.014212  0.000263
229  0.036683  0.015255  0.001578
230  0.012266  0.001549  0.000153
231  0.043201  -0.022189  0.002359
232  -0.088028  -0.007218  0.007801
233  -0.004776  0.006417  0.000064
234  0.020581  0.061034  0.004149
235  -0.004405  0.009695  0.000113
236  -0.003923  -0.014451  0.000224
237  -0.013958  0.028330  0.000997
238  0.049683  -0.021248  0.002920
239  -0.040931  -0.031448  0.002664
240  -0.050582  0.016878  0.002843
241  -0.010803  -0.019811  0.000509
242  0.029225  -0.020610  0.001279
243  0.028805  -0.013477  0.001011
244  0.067434  0.015084  0.004775
245  -0.006287  -0.072726  0.005329
246  0.013371  0.021207  0.000629
247  -0.038696  -0.015877  0.001749
248  -0.052659  0.031590  0.003771
249  0.067236  0.036146  0.005827
250  -0.012347  0.067216  0.004670
251  0.083490  0.031621  0.007970
252  0.003263  -0.002453  0.000017
253  -0.020166  0.024507  0.001007
254  0.000603  -0.013926  0.000194
255  -0.062012  -0.046515  0.006009
